target,employment_type,job_title,salary,salary_currency,salary_in_usd,remote_ratio,company_size
3,2,67,-0.09452540746015992,19,584,1.0282812738738005,1
3,2,67,-0.10690346553983857,19,532,1.0282812738738005,1
4,2,33,-0.048417141113356925,19,743,-1.04837274073339,1
4,2,33,-0.11959097507150919,19,476,-1.04837274073339,1
4,2,47,0.01811492106491585,19,919,-1.04837274073339,1
4,2,47,-0.04377536933347743,19,757,-1.04837274073339,1
4,2,33,0.024303950104755178,19,927,-1.04837274073339,1
4,2,33,-0.10628456263585463,19,536,-1.04837274073339,1
4,2,25,-0.04377536933347743,19,757,-1.04837274073339,1
4,2,25,-0.0763296620830323,19,654,-1.04837274073339,1
4,2,25,-0.10492297624708999,19,540,-1.04837274073339,1
4,2,89,-0.012830224134280789,19,851,-1.04837274073339,1
4,2,89,-0.07472051453267407,19,663,-1.04837274073339,1
1,2,88,-0.06234245645299541,19,705,-1.04837274073339,1
1,2,88,-0.11185468877171004,19,509,-1.04837274073339,1
4,2,25,-0.03139731125379877,19,797,1.0282812738738005,1
4,2,25,-0.11154523731971806,19,511,1.0282812738738005,1
4,2,47,-0.033872922869734506,19,789,1.0282812738738005,1
4,2,31,-0.04996439837331675,19,738,1.0282812738738005,1
4,2,31,-0.10566565973187071,19,538,1.0282812738738005,1
4,2,89,0.04906006626411249,19,960,-1.04837274073339,1
3,2,69,-0.09328760165219205,19,589,-0.010045733429794819,0
4,2,3,1.5963173262239443,11,1032,-1.04837274073339,0
4,2,69,0.00697466879320506,19,900,1.0282812738738005,1
4,2,69,-0.03263511706176664,19,793,1.0282812738738005,1
4,2,33,-0.0375863402936381,19,779,1.0282812738738005,1
4,2,33,-0.056153427413156085,19,721,1.0282812738738005,1
3,2,33,-0.08231445316455692,19,634,-1.04837274073339,1
3,2,33,-0.11792983967721632,19,482,-1.04837274073339,1
3,2,69,-0.09947663069203137,19,563,-1.04837274073339,1
3,2,69,-0.148988863010746,19,355,-1.04837274073339,1
4,2,47,-0.046250980949413156,19,753,1.0282812738738005,1
4,2,47,-0.09700101907609565,19,574,1.0282812738738005,1
4,2,25,-0.0028671251859474396,19,877,-1.04837274073339,1
4,2,25,-0.10133333940398317,19,557,-1.04837274073339,1
4,2,33,-0.05305891289323642,19,730,-1.04837274073339,1
4,2,33,-0.1285650671792762,19,444,-1.04837274073339,1
3,2,33,-0.07521563685586122,19,661,-1.04837274073339,1
3,2,33,-0.1341351933151316,19,409,-1.04837274073339,1
