work_year,target,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size
0.933090760892103,4,-0.12980287298724408,19,438,75,70,1
0.933090760892103,4,0.10228571600673071,19,1000,75,70,1
0.933090760892103,4,-0.03139731125379877,19,797,75,70,1
0.933090760892103,4,-0.16136692109042466,19,315,75,70,1
0.933090760892103,4,-0.17374497917010331,19,270,75,70,1
0.933090760892103,4,-0.06234245645299541,19,705,75,70,1
0.933090760892103,4,-0.04377536933347743,19,757,75,70,1
0.933090760892103,4,-0.0809095435725134,19,639,75,70,1
0.933090760892103,4,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.07657722324462586,19,653,75,70,1
0.933090760892103,4,0.037300911088417765,19,942,75,70,0
